64;0;0;0;0;0;0;63;60;2;2;18;20;2;2;9;12;2;62;53;53;53;65;69;17;19;71;67;53;64;0;0;0;0;0;0;0;0;63;53
65;54;69;17;19;71;54;67;64;0;0;0;0;0;0;0;0;0;63;53;53;53;53;60;18;20;62;53;53;65;54;54;69;17;19;71;54;54;67;53
53;53;60;18;20;62;53;53;64;0;0;0;0;0;0;0;0;0;63;53;53;53;53;64;0;0;63;53;53;53;53;53;60;18;20;62;53;53;53;53
59;11;39;0;0;37;11;61;64;0;0;0;0;0;0;0;0;0;63;53;53;53;53;64;0;0;63;53;53;53;53;53;64;0;0;63;53;53;53;53
60;12;40;0;0;38;12;62;64;0;0;0;0;0;0;0;0;0;63;53;53;59;1;52;17;19;51;3;5;7;1;45;39;0;0;63;53;53;53;53
64;0;0;0;0;0;0;63;64;0;0;0;55;54;54;56;0;0;63;53;53;60;2;2;18;20;2;4;6;8;2;46;40;0;0;63;53;53;53;53
64;0;25;0;0;25;0;63;65;54;56;0;57;53;53;58;0;0;63;53;53;64;0;0;0;0;0;0;0;0;0;32;0;0;0;63;53;53;53;53
64;0;26;0;0;26;0;63;53;53;58;0;57;53;59;35;0;0;63;53;53;64;0;0;0;0;0;0;0;0;0;21;0;0;0;63;53;53;53;53
64;0;0;0;0;0;0;37;1;61;58;0;57;53;60;36;0;0;63;53;53;64;0;25;0;0;0;0;25;0;0;22;0;0;0;63;53;53;53;53
64;0;25;0;0;25;0;38;2;62;58;0;57;53;64;0;0;0;63;53;53;64;0;26;0;0;0;0;26;0;0;33;1;1;11;51;61;53;53;53
64;0;26;0;0;26;0;0;0;37;35;0;33;1;39;0;0;0;37;1;61;64;0;0;0;0;0;0;0;0;0;34;2;9;12;2;62;53;53;53
65;54;54;54;56;0;0;0;0;38;36;0;34;2;40;0;0;0;38;6;62;64;0;0;0;0;55;54;56;0;0;0;0;0;0;0;63;53;53;53
59;1;61;53;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;65;56;0;0;0;57;53;58;0;55;54;54;56;0;0;63;53;53;53
60;2;41;1;44;0;25;0;0;0;0;25;0;0;0;0;0;0;0;0;63;59;13;17;19;71;67;53;65;54;67;53;53;58;0;0;63;53;53;53
64;0;38;2;30;0;26;0;0;0;0;26;0;0;27;1;3;5;5;7;51;42;14;18;20;62;53;53;53;53;53;53;53;58;0;0;63;53;53;53
64;0;0;0;23;0;0;0;0;0;0;0;0;0;28;6;4;81;81;8;6;40;0;0;0;63;53;53;53;53;53;53;53;58;0;0;63;53;53;53
64;0;0;0;24;0;0;0;0;0;0;0;0;27;39;0;0;82;82;0;0;0;0;25;0;37;1;3;5;5;7;1;11;13;17;19;1;11;61;53
65;56;0;0;31;0;25;0;0;0;0;25;0;28;40;0;0;0;0;0;0;0;0;26;0;38;2;4;81;81;8;9;12;14;18;20;9;12;62;53
53;65;54;69;35;0;26;0;0;0;0;26;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;82;0;0;0;0;0;0;0;0;63;53
53;53;53;60;36;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;53
53;53;53;65;54;54;54;54;54;54;54;54;54;66;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;66;54;54;54;54;54;54;54;67;53
