54;0;47;0;0;47;0;55;50;20;68;24;25;39;1;39;24;25;63;57;57;57;64;0;0;0;0;69;65;54;0;0;0;0;0;0;0;0;55;49
54;0;48;0;0;48;0;55;52;28;32;34;35;5;1;6;34;35;53;49;49;49;60;61;24;25;63;70;49;54;0;0;0;0;0;0;0;0;55;49
66;57;61;24;25;63;57;65;54;0;0;0;0;10;4;11;0;0;55;49;49;49;49;52;34;35;53;49;49;66;57;57;61;24;25;63;57;57;65;49
49;49;52;34;35;53;49;49;54;0;0;0;0;0;0;0;0;0;55;49;49;49;49;54;0;0;55;49;49;49;49;49;52;34;35;53;49;49;49;49
50;9;8;0;0;7;9;51;54;0;0;0;0;0;18;20;22;1;62;49;49;49;49;54;0;0;55;49;49;49;49;49;54;0;0;55;49;49;49;49
52;36;11;0;0;10;36;53;54;0;0;0;0;0;26;28;30;4;53;49;49;50;1;23;24;25;1;20;21;22;1;40;8;0;0;55;49;49;49;49
54;0;0;0;0;0;0;55;54;0;0;0;0;0;0;0;0;0;55;49;49;52;4;33;34;35;4;28;29;30;4;42;11;0;0;55;49;49;49;49
54;0;47;0;0;47;0;55;66;71;24;25;72;57;57;64;0;0;55;49;49;54;0;0;0;0;0;0;0;0;0;43;0;0;0;55;49;49;49;49
54;0;48;0;0;48;0;55;49;73;34;35;74;49;49;67;0;0;55;49;49;54;0;47;0;0;0;0;0;0;0;44;0;0;69;65;49;49;49;49
54;0;0;0;0;0;0;7;1;38;0;0;59;49;49;67;0;0;55;49;49;54;0;48;0;0;0;0;47;0;0;17;0;0;59;49;49;49;49;49
54;0;47;0;0;47;0;10;4;13;0;0;59;49;49;67;0;0;55;49;49;54;0;0;0;0;0;0;48;0;0;7;1;1;9;1;51;49;49;49
54;0;48;0;0;48;0;0;0;7;24;25;1;39;20;68;24;25;20;22;51;54;0;47;0;0;0;0;0;0;0;10;4;14;36;4;53;49;49;49
75;79;79;79;78;0;0;0;0;10;34;35;4;41;28;32;34;35;28;30;53;54;0;48;0;0;56;57;58;0;0;0;0;0;0;0;55;49;49;49
49;49;49;49;67;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;55;54;0;0;0;0;59;49;67;0;56;57;57;58;0;0;55;49;49;49
50;1;1;1;38;0;47;0;0;0;0;47;0;37;20;68;24;25;1;1;1;20;68;24;25;63;70;49;60;57;70;49;49;67;0;0;55;49;49;49
54;4;4;4;17;0;48;0;0;0;0;48;0;12;28;32;34;35;4;4;4;28;32;34;35;53;49;49;49;49;49;49;49;67;0;0;55;49;49;49
54;0;0;0;43;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;55;49;49;49;49;49;49;49;67;0;0;55;49;49;49
54;0;0;0;44;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;3;20;21;22;1;20;21;22;39;1;9;23;24;25;1;9;51;49
54;0;0;0;17;0;47;0;0;0;0;47;0;46;0;0;0;0;0;0;0;0;12;28;29;30;4;28;29;30;41;14;36;33;34;35;14;36;53;49
76;57;57;57;77;0;48;0;0;0;0;48;0;16;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;55;49
49;49;49;49;67;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;55;49
49;49;49;49;60;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;65;49
